type;niveau;categorie;allemand;francais;anglais;exemple_de;exemple_fr;exemple_en
adjectif;B2;;verbindlich;contraignant, engageant;binding;Der Termin ist verbindlich.;Le rendez-vous est ferme.;The appointment is binding.
adjectif;B2;;unverbindlich;non contraignant;non-binding;Das Angebot ist unverbindlich.;L'offre n'est pas contraignante.;The offer is non-binding.
adjectif;B2;;verpflichtend;obligatoire;mandatory;Die Teilnahme ist verpflichtend.;La participation est obligatoire.;Participation is mandatory.
adjectif;B2;;freiwillig;volontaire;voluntary;Die Teilnahme ist freiwillig.;La participation est volontaire.;Participation is voluntary.
adjectif;B2;;gesetzlich;légal;legal, statutory;Das ist gesetzlich vorgeschrieben.;C'est prescrit par la loi.;That is required by law.
adjectif;B2;;illegal;illégal;illegal;Der Handel ist illegal.;Le commerce est illégal.;The trade is illegal.
adjectif;B2;;legitim;légitime;legitimate;Seine Forderung ist völlig legitim.;Sa demande est tout à fait légitime.;His demand is completely legitimate.
adjectif;B2;;rechtmäßig;légitime, licite;lawful;Die Entscheidung war rechtmäßig.;La décision était légitime.;The decision was lawful.
adjectif;B2;;ethisch;éthique;ethical;Das wirft ethische Fragen auf.;Cela soulève des questions éthiques.;That raises ethical questions.
adjectif;B2;;unethisch;contraire à l'éthique;unethical;Sein Verhalten wurde als unethisch kritisiert.;Son comportement a été critiqué comme contraire à l'éthique.;His behavior was criticized as unethical.
adjectif;B2;;moralisch;moral;moral;Er handelte aus moralischen Gründen.;Il a agi pour des raisons morales.;He acted for moral reasons.
adjectif;B2;;unmoralisch;immoral;immoral;Das Verhalten wurde als unmoralisch kritisiert.;Le comportement a été critiqué comme immoral.;The behavior was criticized as immoral.
adjectif;B2;;gerechtfertigt;justifié;justified;Die Kritik war gerechtfertigt.;La critique était justifiée.;The criticism was justified.
adjectif;B2;;ungerechtfertigt;injustifié;unjustified;Die Kündigung war ungerechtfertigt.;Le licenciement était injustifié.;The dismissal was unjustified.
adjectif;B2;;nachweisbar;démontrable;demonstrable;Der Schaden ist nachweisbar.;Le dommage est démontrable.;The damage is demonstrable.
adjectif;B2;;unbestreitbar;indéniable;undeniable;Seine Erfolge sind unbestreitbar.;Ses succès sont indéniables.;His successes are undeniable.
adjectif;B2;;zweifelhaft;douteux;dubious;Die Quelle ist zweifelhaft.;La source est douteuse.;The source is dubious.
adjectif;B2;;eindrucksvoll;impressionnant;impressive;Die Aufführung war eindrucksvoll.;Le spectacle était impressionnant.;The performance was impressive.
adjectif;B2;;beeindruckend;impressionnant;impressive;Die Leistung war wirklich beeindruckend.;La performance était vraiment impressionnante.;The achievement was really impressive.
adjectif;B2;;bemerkenswert;remarquable;remarkable;Das ist eine bemerkenswerte Entwicklung.;C'est une évolution remarquable.;That's a remarkable development.
adjectif;B2;;herausragend;exceptionnel, remarquable;outstanding;Sie erbrachte eine herausragende Leistung.;Elle a fourni une performance exceptionnelle.;She delivered an outstanding performance.
adjectif;B2;;außergewöhnlich;exceptionnel;exceptional;Das Wetter war außergewöhnlich warm.;Le temps était exceptionnellement chaud.;The weather was exceptionally warm.
adjectif;B2;;einzigartig;unique;unique;Diese Landschaft ist einzigartig.;Ce paysage est unique.;This landscape is unique.
adjectif;B2;;universell;universel;universal;Musik ist eine universelle Sprache.;La musique est un langage universel.;Music is a universal language.
adjectif;B2;;global;global;global;Der Klimawandel ist ein globales Problem.;Le changement climatique est un problème mondial.;Climate change is a global problem.
adjectif;B2;;lokal;local;local;Die Produkte stammen aus lokaler Herstellung.;Les produits sont issus de la production locale.;The products come from local production.
adjectif;B2;;regional;régional;regional;Er unterstützt regionale Bauern.;Il soutient les agriculteurs régionaux.;He supports regional farmers.
adjectif;B2;;international;international;international;Die Firma ist international tätig.;L'entreprise opère à l'international.;The company operates internationally.
adjectif;B2;;vielschichtig;à plusieurs niveaux, complexe;multi-layered, complex;Das Problem ist sehr vielschichtig.;Le problème est très complexe et à plusieurs niveaux.;The problem is very multi-layered.
adjectif;B2;;facettenreich;riche en facettes;multifaceted;Seine Persönlichkeit ist facettenreich.;Sa personnalité a de nombreuses facettes.;His personality is multifaceted.
adjectif;B2;;rachsüchtig;vindicatif;vindictive;Er wirkte nach dem Streit richtig rachsüchtig.;Après la dispute, il semblait vraiment vindicatif.;He seemed really vindictive after the argument.
adjectif;B2;;kontraproduktiv;contre-productif;counterproductive;Diese Maßnahme wirkt kontraproduktiv.;Cette mesure semble contre-productive.;This measure seems counterproductive.
adjectif;B2;;voreingenommen;partial, préjugé;biased;Der Richter wirkte voreingenommen.;Le juge semblait partial.;The judge seemed biased.
adjectif;B2;;unvoreingenommen;impartial;unbiased;Ein guter Journalist sollte unvoreingenommen berichten.;Un bon journaliste devrait relater les faits de façon impartiale.;A good journalist should report without bias.
adjectif;B2;;tendenziös;tendancieux;biased, tendentious;Der Artikel war ziemlich tendenziös geschrieben.;L'article était rédigé de façon plutôt tendancieuse.;The article was written in a rather biased way.
adjectif;B2;;neutral;neutre;neutral;Die Schweiz gilt als politisch neutral.;La Suisse est considérée comme politiquement neutre.;Switzerland is considered politically neutral.
adjectif;B2;;pragmatisch;pragmatique;pragmatic;Er löst Probleme immer sehr pragmatisch.;Il résout toujours les problèmes de façon très pragmatique.;He always solves problems very pragmatically.
adjectif;B2;;dogmatisch;dogmatique;dogmatic;Seine Haltung wirkt manchmal dogmatisch.;Son attitude paraît parfois dogmatique.;His attitude sometimes seems dogmatic.
adjectif;B2;;fundiert;bien fondé, solide;well-founded;Seine Argumentation ist gut fundiert.;Son argumentation est bien fondée.;His argumentation is well-founded.
adjectif;B2;;unbegründet;infondé;unfounded;Die Angst ist völlig unbegründet.;La peur est totalement infondée.;The fear is completely unfounded.
adjectif;B2;;schlüssig;concluant, cohérent;conclusive, coherent;Der Beweis war nicht wirklich schlüssig.;La preuve n'était pas vraiment concluante.;The evidence was not really conclusive.
adjectif;B2;;widerlegbar;réfutable;refutable;Diese Theorie ist wissenschaftlich widerlegbar.;Cette théorie est scientifiquement réfutable.;This theory is scientifically refutable.
adjectif;B2;;amtlich;officiel, administratif;official;Dafür brauchen Sie ein amtliches Dokument.;Pour cela, il vous faut un document officiel.;For that you need an official document.
adjectif;B2;;allgemein;général;general;Nach allgemeiner Meinung war das ein Fehler.;De l'avis général, c'était une erreur.;By general opinion that was a mistake.
adjectif;B2;;anschaulich;parlant, illustré;vivid, clear;Sie erklärt das sehr anschaulich.;Elle explique cela de façon très parlante.;She explains it very vividly.
adjectif;B2;;schräg;oblique, de travers;slanting, oblique;Das Bild hängt etwas schräg.;Le tableau est un peu de travers.;The picture is hanging a bit crooked.
adjectif;C1;;stichhaltig;solide, fondé (argument);valid, sound;Sein Einwand ist stichhaltig.;Son objection est fondée.;His objection is sound.
adjectif;C1;;weitreichend;de grande portée;far-reaching;Die Entscheidung hat weitreichende Folgen.;La décision a des conséquences de grande portée.;The decision has far-reaching consequences.
adjectif;C1;;tiefgreifend;profond, en profondeur;profound, sweeping;Die Branche steht vor einem tiefgreifenden Wandel.;Le secteur est face à une mutation profonde.;The industry faces profound change.
adjectif;C1;;unerlässlich;indispensable;indispensable;Genauigkeit ist hier unerlässlich.;La précision est ici indispensable.;Accuracy is indispensable here.
adjectif;C1;;vorläufig;provisoire;provisional, for now;Das ist ein vorläufiges Ergebnis.;C'est un résultat provisoire.;That is a provisional result.
adjectif;C1;;endgültig;définitif;final, definitive;Die Absage ist endgültig.;Le refus est définitif.;The rejection is final.
adjectif;C1;;geringfügig;minime, négligeable;minor, negligible;Der Unterschied ist geringfügig.;La différence est minime.;The difference is negligible.
adjectif;C1;;beträchtlich;considérable;considerable;Der Aufwand war beträchtlich.;L'effort a été considérable.;The effort was considerable.
adjectif;C1;;spürbar;sensible, perceptible;noticeable;Die Preise sind spürbar gestiegen.;Les prix ont sensiblement augmenté.;Prices have risen noticeably.
adjectif;C1;;unvermeidlich;inévitable;inevitable;Ein gewisser Verlust ist unvermeidlich.;Une certaine perte est inévitable.;A certain loss is inevitable.
adjectif;C1;;absehbar;prévisible, à vue;foreseeable;In absehbarer Zeit ändert sich daran nichts.;Dans un avenir prévisible, rien ne changera.;Nothing will change in the foreseeable future.
adjectif;C1;;vorhersehbar;prévisible;predictable;Die Reaktion war vollkommen vorhersehbar.;La réaction était parfaitement prévisible.;The reaction was entirely predictable.
adjectif;C1;;überzogen;exagéré, excessif;excessive, over the top;Die Kritik war überzogen.;La critique était excessive.;The criticism was over the top.
adjectif;C1;;unverhältnismäßig;disproportionné;disproportionate;Die Strafe erscheint unverhältnismäßig.;La sanction paraît disproportionnée.;The penalty seems disproportionate.
adjectif;C1;;sachlich;objectif, factuel;objective, matter-of-fact;Bleiben wir bitte sachlich.;Restons factuels, s'il vous plaît.;Let us please stay objective.
adjectif;C1;;nüchtern;sobre, lucide;sober, level-headed;Er beschreibt die Lage nüchtern und ohne Pathos.;Il décrit la situation avec sobriété et sans pathos.;He describes the situation soberly and without pathos.
adjectif;C1;;besonnen;posé, réfléchi;level-headed, prudent;Sie reagierte besonnen auf die Vorwürfe.;Elle a réagi posément aux accusations.;She responded prudently to the accusations.
adjectif;C1;;zurückhaltend;réservé, mesuré;reserved, cautious;Die Regierung äußerte sich zurückhaltend.;Le gouvernement s'est exprimé avec réserve.;The government commented cautiously.
adjectif;C1;;missverständlich;ambigu, prêtant à confusion;ambiguous, misleading;Die Formulierung ist missverständlich.;La formulation prête à confusion.;The wording is ambiguous.
adjectif;C1;;beiläufig;fait en passant, désinvolte;casual, in passing;Er erwähnte es ganz beiläufig.;Il l'a mentionné tout à fait en passant.;He mentioned it quite in passing.
adjectif;C1;;gravierend;grave, sérieux;serious, grave;Der Bericht nennt gravierende Mängel.;Le rapport signale de graves défauts.;The report names serious deficiencies.
adjectif;C1;;belanglos;insignifiant, sans importance;trivial, irrelevant;Das Detail ist keineswegs belanglos.;Ce détail n'est nullement insignifiant.;That detail is by no means trivial.
adjectif;C1;;triftig;valable, sérieux (motif);valid, cogent;Ohne triftigen Grund darf man nicht fehlen.;On ne peut s'absenter sans motif valable.;One may not be absent without a valid reason.
adjectif;C1;;hinfällig;caduc, sans objet;void, no longer valid;Mit dem neuen Gesetz ist die Regel hinfällig.;Avec la nouvelle loi, la règle devient caduque.;With the new law the rule becomes void.
adjectif;C1;;stringent;rigoureux, qui se tient;stringent, cogent;Die Argumentation ist stringent von Anfang bis Ende.;L'argumentation est rigoureuse du début à la fin.;The argument is cogent from beginning to end.
adjectif;C1;;kohärent;cohérent;coherent;Die beiden Aussagen sind nicht kohärent.;Les deux déclarations ne sont pas cohérentes.;The two statements are not coherent.
adjectif;C1;;widerspruchsfrei;sans contradiction;free of contradiction;Der Text ist erstaunlich widerspruchsfrei.;Le texte est étonnamment exempt de contradictions.;The text is remarkably free of contradiction.
adjectif;C1;;lückenhaft;lacunaire;patchy, full of gaps;Die Überlieferung ist lückenhaft.;La tradition transmise est lacunaire.;The record is patchy.
adjectif;C1;;belastbar;"fiable, qui tient la charge ; résistant";reliable, robust;Belastbare Zahlen gibt es erst ab Mai.;Des chiffres fiables n'existent qu'à partir de mai.;Reliable figures only exist from May.
adjectif;C1;;aussagekräftig;significatif, parlant;meaningful, informative;Ein einzelner Wert ist nicht aussagekräftig.;Une valeur isolée n'est pas significative.;A single value is not meaningful.
adjectif;C1;;vorbehaltlos;sans réserve;unreserved;Sie stimmte vorbehaltlos zu.;Elle a approuvé sans réserve.;She agreed without reservation.
adjectif;C1;;uneingeschränkt;sans restriction, entier;unrestricted, unqualified;Er hat mein uneingeschränktes Vertrauen.;Il a ma confiance entière.;He has my unqualified trust.
adjectif;C1;;maßgeschneidert;sur mesure;tailor-made;Die Lösung ist maßgeschneidert und deshalb teuer.;La solution est sur mesure et donc chère.;The solution is tailor-made and therefore expensive.
adjectif;C1;;praxisnah;proche du terrain, concret;practical, hands-on;Die Ausbildung ist erfreulich praxisnah.;La formation est heureusement très concrète.;The training is refreshingly practical.
adjectif;C1;;realitätsfern;déconnecté du réel;out of touch with reality;Der Zeitplan ist völlig realitätsfern.;Le calendrier est totalement déconnecté du réel.;The timetable is completely out of touch with reality.
adjectif;C1;;bodenständig;terre-à-terre, sans prétention;down-to-earth;Trotz des Erfolgs ist sie bodenständig geblieben.;Malgré le succès, elle est restée simple.;Despite her success she has stayed down-to-earth.
adjectif;C1;;eigenwillig;singulier, à sa façon;idiosyncratic, headstrong;Sein Stil ist eigenwillig, aber unverwechselbar.;Son style est singulier, mais reconnaissable entre tous.;His style is idiosyncratic but unmistakable.
adjectif;C1;;unbeirrt;imperturbable;undeterred;Sie machte unbeirrt weiter.;Elle a continué imperturbablement.;She carried on undeterred.
adjectif;C1;;unnachgiebig;intransigeant;unyielding;In diesem Punkt blieb er unnachgiebig.;Sur ce point il est resté intransigeant.;On this point he remained unyielding.
adjectif;C1;;einvernehmlich;d'un commun accord;by mutual agreement;Der Vertrag wurde einvernehmlich aufgelöst.;Le contrat a été résilié d'un commun accord.;The contract was dissolved by mutual agreement.
adjectif;C1;;strittig;litigieux, contesté;disputed, contentious;Nur ein Punkt ist noch strittig.;Un seul point est encore litigieux.;Only one point is still contentious.
adjectif;C1;;unstrittig;incontesté;undisputed;Der Sachverhalt selbst ist unstrittig.;Les faits eux-mêmes sont incontestés.;The facts themselves are undisputed.
adjectif;C1;;offenkundig;manifeste, évident;obvious, manifest;Der Widerspruch ist offenkundig.;La contradiction est manifeste.;The contradiction is obvious.
adjectif;C1;;augenscheinlich;apparemment, de toute évidence;apparently, evidently;Augenscheinlich hat niemand nachgerechnet.;De toute évidence, personne n'a refait le calcul.;Evidently nobody checked the figures.
adjectif;C1;;vermeintlich;prétendu, soi-disant;supposed, alleged;Der vermeintliche Fehler war gar keiner.;Le prétendu défaut n'en était pas un.;The supposed error was not one at all.
adjectif;C1;;mutmaßlich;présumé;presumed, alleged;Der mutmaßliche Täter ist siebzehn.;L'auteur présumé a dix-sept ans.;The alleged perpetrator is seventeen.
adjectif;C1;;zweifelsfrei;hors de doute;beyond doubt;Die Herkunft ist zweifelsfrei geklärt.;L'origine est établie hors de tout doute.;The origin has been established beyond doubt.
adjectif;C1;;anfechtbar;contestable, attaquable;contestable, challengeable;Die Entscheidung ist rechtlich anfechtbar.;La décision est juridiquement contestable.;The decision is legally challengeable.
adjectif;C1;;hinnehmbar;acceptable, tolérable;acceptable, tolerable;Ein solcher Verlust ist gerade noch hinnehmbar.;Une telle perte est tout juste tolérable.;Such a loss is just about acceptable.
adjectif;C1;;untragbar;insoutenable, intenable;untenable, intolerable;Die Zustände sind untragbar geworden.;La situation est devenue intenable.;Conditions have become intolerable.
adjectif;C1;;zumutbar;raisonnablement exigible;reasonable to expect;Ein Fußweg von zehn Minuten ist zumutbar.;Dix minutes à pied, c'est raisonnablement exigible.;A ten-minute walk is reasonable to expect.
adjectif;C1;;unzumutbar;inacceptable, hors de proportion;unreasonable;Diese Frist ist schlicht unzumutbar.;Ce délai est tout simplement inacceptable.;This deadline is simply unreasonable.
adjectif;C1;;entbehrlich;superflu, dont on peut se passer;dispensable;Der zweite Absatz ist entbehrlich.;Le second paragraphe est superflu.;The second paragraph is dispensable.
adjectif;C1;;unabdingbar;indispensable, incontournable;indispensable, essential;Vertrauen ist hier unabdingbar.;La confiance est ici indispensable.;Trust is essential here.
adjectif;C1;;bedingt;sous conditions, relatif;conditional, only partly;Die Aussage stimmt nur bedingt.;L'affirmation n'est que partiellement vraie.;The statement is only partly true.
adjectif;C1;;verschmerzbar;supportable (perte);bearable, survivable;Der Ausfall eines Abends ist verschmerzbar.;La perte d'une soirée est supportable.;Losing one evening is bearable.
adjectif;C1;;tragfähig;viable, solide;viable, sound;Wir brauchen eine tragfähige Lösung, keine schnelle.;Il nous faut une solution viable, pas rapide.;We need a viable solution, not a quick one.
adjectif;C1;;schlagkräftig;efficace, percutant;effective, powerful;Ein kleines, schlagkräftiges Team reicht.;Une petite équipe efficace suffit.;A small, effective team is enough.
adjectif;C1;;durchdacht;bien pensé, réfléchi;well thought out;Der Entwurf ist bis ins Detail durchdacht.;Le projet est réfléchi jusque dans le détail.;The design is thought out down to the detail.
adjectif;C1;;ausgereift;abouti, mûri;mature, refined;Die Technik ist noch nicht ausgereift.;La technique n'est pas encore aboutie.;The technology is not yet mature.
adjectif;C1;;halbherzig;sans conviction, à moitié;half-hearted;Der Versuch war halbherzig und blieb folgenlos.;La tentative était sans conviction et sans suite.;The attempt was half-hearted and came to nothing.
adjectif;C1;;zielführend;efficace, qui mène au but;effective, conducive;Diese Diskussion ist nicht zielführend.;Cette discussion ne mène à rien.;This discussion is not getting us anywhere.
adjectif;C1;;abwegig;saugrenu, hors de propos;far-fetched, absurd;Der Gedanke ist gar nicht so abwegig.;L'idée n'est pas si saugrenue que ça.;The idea is not so far-fetched after all.
adjectif;C1;;naheliegend;évident, qui vient à l'esprit;obvious, natural;Die naheliegende Erklärung ist meistens die richtige.;L'explication la plus évidente est le plus souvent la bonne.;The obvious explanation is usually the right one.
adjectif;C1;;zwingend;impératif, contraignant;compelling, mandatory;Der Schluss ist nicht zwingend.;La conclusion n'est pas contraignante.;The conclusion is not compelling.
adjectif;C1;;unzureichend;insuffisant;inadequate;Die Belüftung ist unzureichend.;L'aération est insuffisante.;The ventilation is inadequate.
adjectif;C1;;erschöpfend;exhaustif;exhaustive;Die Liste erhebt keinen Anspruch, erschöpfend zu sein.;La liste ne prétend pas être exhaustive.;The list makes no claim to be exhaustive.
adjectif;C1;;gedrängt;condensé, serré;condensed, compressed;Der Vortrag war sehr gedrängt.;L'exposé était très condensé.;The talk was very compressed.
adjectif;C1;;weitschweifig;prolixe, verbeux;long-winded;Die Einleitung ist weitschweifig.;L'introduction est verbeuse.;The introduction is long-winded.
adjectif;C1;;schwammig;flou, vaseux;woolly, vague;Die Formulierung bleibt schwammig.;La formulation reste floue.;The wording stays woolly.
adjectif;C1;;vage;vague;vague;Er machte nur vage Zusagen.;Il n'a fait que de vagues promesses.;He made only vague promises.
adjectif;C1;;trennscharf;clairement délimité, discriminant;clear-cut, sharply distinguishing;Die beiden Begriffe sind nicht trennscharf.;Les deux notions ne sont pas clairement délimitées.;The two terms are not clear-cut.
adjectif;C1;;griffig;parlant, facile à saisir;catchy, handy;Wir brauchen einen griffigen Titel.;Il nous faut un titre parlant.;We need a catchy title.
adjectif;C1;;sperrig;"encombrant ; rébarbatif";unwieldy, awkward;Das Wort ist sperrig, aber genau.;Le mot est rébarbatif, mais exact.;The word is unwieldy but precise.
adjectif;C1;;zugänglich;accessible, abordable;accessible, approachable;Der Text ist auch für Laien zugänglich.;Le texte est accessible même aux profanes.;The text is accessible even to lay readers.
adjectif;C1;;unzugänglich;"inaccessible ; fermé";inaccessible, unapproachable;Das Archiv bleibt der Öffentlichkeit unzugänglich.;L'archive reste inaccessible au public.;The archive remains inaccessible to the public.
adjectif;C1;;kryptisch;cryptique, obscur;cryptic;Seine Antwort war kryptisch.;Sa réponse était cryptique.;His answer was cryptic.
adjectif;C1;;eindringlich;insistant, pressant;urgent, emphatic;Sie warnte eindringlich vor dem Umbau.;Elle a mis en garde avec insistance contre les travaux.;She warned emphatically against the conversion.
adjectif;C1;;kurzlebig;éphémère;short-lived;Der Trend war kurzlebig.;La tendance a été éphémère.;The trend was short-lived.
adjectif;C1;;langlebig;durable, qui dure;long-lasting, durable;Langlebige Geräte sind am Ende billiger.;Les appareils durables coûtent moins cher au bout du compte.;Durable appliances are cheaper in the end.
adjectif;C1;;störanfällig;sujet aux pannes;prone to failure;Die alte Anlage ist störanfällig.;L'ancienne installation est sujette aux pannes.;The old system is prone to failure.
adjectif;C1;;ausfallsicher;à toute épreuve, redondant;fail-safe, reliable;Das System ist doppelt ausgelegt und damit ausfallsicher.;Le système est doublé et donc à toute épreuve.;The system is duplicated and therefore fail-safe.
adjectif;C1;;wartungsarm;peu exigeant en entretien;low-maintenance;Die Pumpe ist wartungsarm und leise.;La pompe demande peu d'entretien et est silencieuse.;The pump is low-maintenance and quiet.
adjectif;C1;;pflegeleicht;facile d'entretien;easy-care;Der Stoff ist pflegeleicht.;Le tissu est facile d'entretien.;The fabric is easy-care.
adjectif;C1;;verschwenderisch;dispendieux, prodigue;wasteful, extravagant;Er geht verschwenderisch mit Zeit um.;Il use du temps de façon dispendieuse.;He is wasteful with time.
adjectif;C1;;ergiebig;fécond, rentable;productive, fruitful;Das Gespräch war ergiebiger als erwartet.;L'entretien a été plus fécond que prévu.;The conversation was more productive than expected.
adjectif;C1;;unergiebig;stérile, peu productif;unproductive;Die Suche blieb unergiebig.;La recherche est restée stérile.;The search remained unproductive.
adjectif;C1;;lohnend;qui vaut la peine;worthwhile, rewarding;Ein lohnender Umweg.;Un détour qui vaut la peine.;A worthwhile detour.
adjectif;C1;;aufwendig;coûteux en moyens, élaboré;elaborate, costly;Die Restaurierung war aufwendig.;La restauration a été coûteuse en moyens.;The restoration was elaborate.
adjectif;C1;;unausgereift;immature, mal abouti;immature, unpolished;Das Konzept wirkt unausgereift.;Le concept paraît mal abouti.;The concept seems unpolished.
adjectif;C1;;sachdienlich;utile à l'enquête, pertinent;helpful, pertinent;Sachdienliche Hinweise nimmt jede Dienststelle entgegen.;Tout poste recueille les informations utiles à l'enquête.;Any station will take pertinent information.
adjectif;C1;;zweckmäßig;approprié, fonctionnel;appropriate, practical;Die Einrichtung ist zweckmäßig, nicht schön.;L'aménagement est fonctionnel, pas beau.;The furnishing is practical, not pretty.
adjectif;C1;;unzweckmäßig;inapproprié, mal adapté;unsuitable, impractical;Der Aufbau des Formulars ist unzweckmäßig.;La structure du formulaire est mal adaptée.;The layout of the form is impractical.
adjectif;C1;;behelfsmäßig;de fortune;makeshift;Die Brücke wurde behelfsmäßig repariert.;Le pont a été réparé de façon provisoire.;The bridge was repaired in a makeshift way.
adjectif;C1;;fristgerecht;dans les délais;on time, within the deadline;Der Antrag ging fristgerecht ein.;La demande est arrivée dans les délais.;The application arrived within the deadline.
adjectif;C1;;lückenlos;sans faille, complet;seamless, complete;Die Überwachung war lückenlos.;La surveillance a été sans faille.;The monitoring was seamless.
adjectif;C1;;bruchstückhaft;fragmentaire;fragmentary;Die Erinnerung ist bruchstückhaft.;Le souvenir est fragmentaire.;The memory is fragmentary.
adjectif;C1;;punktuell;ponctuel, par endroits;selective, in places;Verbessert wurde nur punktuell.;On n'a amélioré que ponctuellement.;Improvements were only made in places.
adjectif;C1;;flächendeckend;généralisé, sur tout le territoire;nationwide, comprehensive;Eine flächendeckende Versorgung gibt es nicht.;Une couverture généralisée n'existe pas.;There is no comprehensive coverage.
adjectif;C1;;stichprobenartig;par sondage;on a random-sample basis;Kontrolliert wird nur stichprobenartig.;Le contrôle ne se fait que par sondage.;Checks are made only on a sample basis.
adjectif;C1;;verzerrt;faussé, déformé;distorted, skewed;Das Bild ist durch die Auswahl verzerrt.;L'image est faussée par la sélection.;The picture is skewed by the selection.
adjectif;C1;;einschlägig;pertinent, en la matière;relevant, pertinent;Er hat einschlägige Erfahrung.;Il a l'expérience pertinente en la matière.;He has relevant experience.
adjectif;C1;;fachfremd;étranger à la spécialité;outside one's field;Die Aufgabe ist für sie fachfremd.;La tâche est étrangère à sa spécialité.;The task is outside her field.
adjectif;C1;;fachkundig;compétent, expert;expert, knowledgeable;Der Umbau wurde fachkundig begleitet.;Les travaux ont été accompagnés de façon compétente.;The conversion was expertly supervised.
adjectif;C1;;laienhaft;d'amateur, maladroit;amateurish;Die Reparatur wirkt laienhaft.;La réparation a l'air d'un travail d'amateur.;The repair looks amateurish.
adjectif;C1;;dilettantisch;dilettante, bâclé;amateurish, inept;Die Organisation war schlicht dilettantisch.;L'organisation était tout simplement bâclée.;The organization was simply inept.
adjectif;C1;;routiniert;aguerri, rodé;practised, assured;Sie beantwortete die Fragen routiniert.;Elle a répondu aux questions avec aisance.;She answered the questions with practised ease.
adjectif;C1;;versiert;chevronné, versé;well-versed, experienced;Er ist im Umgang mit Zahlen versiert.;Il est chevronné dans le maniement des chiffres.;He is well-versed in handling figures.
adjectif;C1;;eingespielt;rodé (une équipe);well-rehearsed, in sync;Das Team ist gut eingespielt.;L'équipe est bien rodée.;The team works well together.
adjectif;C1;;eingearbeitet;formé, à jour dans son poste;trained in, familiar with the job;Nach drei Monaten war sie voll eingearbeitet.;Au bout de trois mois, elle était pleinement formée.;After three months she was fully up to speed.
adjectif;C1;;überfordert;dépassé, débordé;overwhelmed, out of one's depth;Mit der Software ist er sichtlich überfordert.;Avec ce logiciel, il est visiblement dépassé.;He is clearly out of his depth with the software.
adjectif;C1;;unterfordert;sous-employé, pas assez sollicité;under-challenged;In dieser Stelle ist sie deutlich unterfordert.;Dans ce poste, elle est nettement sous-employée.;In this position she is clearly under-challenged.
adjectif;C1;;tiefsinnig;profond, riche de sens;profound, deep;Der Satz klingt tiefsinnig und sagt nichts.;La phrase sonne profond et ne dit rien.;The sentence sounds profound and says nothing.
adjectif;C1;;pathetisch;grandiloquent, emphatique;grandiloquent, overblown;Die Rede war pathetisch bis zur Peinlichkeit.;Le discours était grandiloquent jusqu'à la gêne.;The speech was overblown to the point of embarrassment.
adjectif;C1;;schwülstig;pompeux, boursouflé;bombastic, turgid;Der Stil ist schwülstig und ermüdend.;Le style est pompeux et fatigant.;The style is turgid and tiring.
adjectif;C1;;gestelzt;guindé, compassé;stilted;Die Dialoge wirken gestelzt.;Les dialogues paraissent guindés.;The dialogue sounds stilted.
adjectif;C1;;geschraubt;affecté, alambiqué;contrived, convoluted;Er schreibt in einem geschraubten Deutsch.;Il écrit dans un allemand alambiqué.;He writes in convoluted German.
adjectif;C1;;gewunden;tortueux, sinueux (raisonnement);tortuous, roundabout;Die Begründung ist gewunden.;La justification est tortueuse.;The reasoning is tortuous.
adjectif;C1;;lapidar;lapidaire, laconique;terse, laconic;Die Antwort war lapidar: nein.;La réponse fut lapidaire : non.;The answer was terse: no.
adjectif;C1;;bündig;concis, net;concise, succinct;Er fasste es kurz und bündig zusammen.;Il l'a résumé de façon brève et nette.;He summed it up short and to the point.
adjectif;C1;;prägnant;frappant, ramassé;pithy, succinct;Ein prägnanter Titel bleibt hängen.;Un titre ramassé reste en mémoire.;A pithy title sticks.
adjectif;C1;;zutreffend;exact, qui correspond;accurate, applicable;Die Beschreibung ist zutreffend.;La description est exacte.;The description is accurate.
adjectif;C1;;unzutreffend;inexact, sans objet;inaccurate, not applicable;Diese Annahme ist schlicht unzutreffend.;Cette hypothèse est tout simplement inexacte.;This assumption is simply inaccurate.
adjectif;C1;;stimmig;cohérent, qui tient;coherent, consistent;Das Gesamtbild ist stimmig.;L'ensemble est cohérent.;The overall picture is coherent.
adjectif;C1;;unstimmig;incohérent, discordant;inconsistent;Zwei Angaben sind unstimmig.;Deux indications sont incohérentes.;Two statements are inconsistent.
adjectif;C1;;hanebüchen;aberrant, gros comme une maison;outrageous, preposterous;Der Vorwurf ist schlicht hanebüchen.;L'accusation est tout bonnement aberrante.;The accusation is simply preposterous.
adjectif;C1;;haarsträubend;à faire dresser les cheveux;hair-raising, appalling;Die Fehler im Text sind haarsträubend.;Les fautes dans le texte sont à faire dresser les cheveux.;The errors in the text are appalling.
adjectif;C1;;befremdlich;déconcertant, étrange;disconcerting, odd;Sein Schweigen war befremdlich.;Son silence était déconcertant.;His silence was disconcerting.
adjectif;C1;;verstörend;troublant, perturbant;disturbing;Die Bilder sind verstörend.;Les images sont troublantes.;The pictures are disturbing.
adjectif;C1;;ernüchternd;qui ramène sur terre, décevant;sobering;Das Ergebnis war ernüchternd.;Le résultat ramenait sur terre.;The result was sobering.
adjectif;C1;;erhellend;éclairant;illuminating;Ein kurzer, aber erhellender Vortrag.;Un exposé bref, mais éclairant.;A short but illuminating talk.
